created_at,split,category,category_dir,code,name,shot_index,filename,relative_path,camera_index,goal,pose_steps,quality_checks,avoid
2026-07-08T15:38:00,tune,伸胳膊,stretch_arm,stretch_left_horizontal,左手水平伸直,1,stretch_left_horizontal_001_20260708_153800.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_001_20260708_153800.jpg,0,补足目前最容易漏检的水平伸左臂样本，观察手腕低于肩膀时的关键点表现。,坐在考试位置，脸和上半身保持在画面中，不要刻意离开座位。 | 只伸左手，手臂尽量从肩膀向左侧水平打开，手腕可以略低于肩膀。 | 右手自然放在桌面或腿上，不要靠近耳朵，避免像打电话。 | 每拍 2 张换一点角度：正对摄像头、身体微左、身体微右交替。,左肩、左肘、左手腕尽量都在画面内。 | 手臂要伸直，不要弯成打电话或托腮姿势。 | 脸不要完全消失，否则会混入视线偏移/离开座位因素。,不要把左手贴在脸或耳朵旁。 | 不要两只手同时举起。 | 不要站起来或大幅转身。
2026-07-08T15:39:27,tune,伸胳膊,stretch_arm,stretch_right_horizontal,右手水平伸直,2,stretch_right_horizontal_002_20260708_153927.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_002_20260708_153927.jpg,0,继续补水平伸右臂样本，验证新增低位伸展规则是否稳定。,坐在座位上，身体大致面对摄像头。 | 只伸右手，手臂向右侧水平打开，肘部尽量伸直。 | 左手自然放下，不要做打电话、托腮、摸头动作。 | 每拍几张调整手腕高度：略高于肩、齐肩、略低于肩。,右肩、右肘、右手腕要尽量入镜。 | 手腕离耳朵远一点，形成明确的伸展动作。 | 背景尽量保持考试环境，不要让第二个人入镜。,不要让手臂被桌子、椅背或身体遮住。 | 不要把手机拿到耳边。 | 不要让手腕出画面。
2026-07-08T15:39:30,tune,伸胳膊,stretch_arm,stretch_right_horizontal,右手水平伸直,3,stretch_right_horizontal_003_20260708_153930.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_003_20260708_153930.jpg,0,继续补水平伸右臂样本，验证新增低位伸展规则是否稳定。,坐在座位上，身体大致面对摄像头。 | 只伸右手，手臂向右侧水平打开，肘部尽量伸直。 | 左手自然放下，不要做打电话、托腮、摸头动作。 | 每拍几张调整手腕高度：略高于肩、齐肩、略低于肩。,右肩、右肘、右手腕要尽量入镜。 | 手腕离耳朵远一点，形成明确的伸展动作。 | 背景尽量保持考试环境，不要让第二个人入镜。,不要让手臂被桌子、椅背或身体遮住。 | 不要把手机拿到耳边。 | 不要让手腕出画面。
2026-07-08T15:39:33,tune,伸胳膊,stretch_arm,stretch_right_horizontal,右手水平伸直,4,stretch_right_horizontal_004_20260708_153933.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_004_20260708_153933.jpg,0,继续补水平伸右臂样本，验证新增低位伸展规则是否稳定。,坐在座位上，身体大致面对摄像头。 | 只伸右手，手臂向右侧水平打开，肘部尽量伸直。 | 左手自然放下，不要做打电话、托腮、摸头动作。 | 每拍几张调整手腕高度：略高于肩、齐肩、略低于肩。,右肩、右肘、右手腕要尽量入镜。 | 手腕离耳朵远一点，形成明确的伸展动作。 | 背景尽量保持考试环境，不要让第二个人入镜。,不要让手臂被桌子、椅背或身体遮住。 | 不要把手机拿到耳边。 | 不要让手腕出画面。
2026-07-08T15:39:36,tune,伸胳膊,stretch_arm,stretch_right_horizontal,右手水平伸直,5,stretch_right_horizontal_005_20260708_153936.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_005_20260708_153936.jpg,0,继续补水平伸右臂样本，验证新增低位伸展规则是否稳定。,坐在座位上，身体大致面对摄像头。 | 只伸右手，手臂向右侧水平打开，肘部尽量伸直。 | 左手自然放下，不要做打电话、托腮、摸头动作。 | 每拍几张调整手腕高度：略高于肩、齐肩、略低于肩。,右肩、右肘、右手腕要尽量入镜。 | 手腕离耳朵远一点，形成明确的伸展动作。 | 背景尽量保持考试环境，不要让第二个人入镜。,不要让手臂被桌子、椅背或身体遮住。 | 不要把手机拿到耳边。 | 不要让手腕出画面。
2026-07-08T15:39:39,tune,伸胳膊,stretch_arm,stretch_right_horizontal,右手水平伸直,6,stretch_right_horizontal_006_20260708_153939.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_006_20260708_153939.jpg,0,继续补水平伸右臂样本，验证新增低位伸展规则是否稳定。,坐在座位上，身体大致面对摄像头。 | 只伸右手，手臂向右侧水平打开，肘部尽量伸直。 | 左手自然放下，不要做打电话、托腮、摸头动作。 | 每拍几张调整手腕高度：略高于肩、齐肩、略低于肩。,右肩、右肘、右手腕要尽量入镜。 | 手腕离耳朵远一点，形成明确的伸展动作。 | 背景尽量保持考试环境，不要让第二个人入镜。,不要让手臂被桌子、椅背或身体遮住。 | 不要把手机拿到耳边。 | 不要让手腕出画面。
2026-07-08T15:39:42,tune,伸胳膊,stretch_arm,stretch_right_horizontal,右手水平伸直,7,stretch_right_horizontal_007_20260708_153942.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_007_20260708_153942.jpg,0,继续补水平伸右臂样本，验证新增低位伸展规则是否稳定。,坐在座位上，身体大致面对摄像头。 | 只伸右手，手臂向右侧水平打开，肘部尽量伸直。 | 左手自然放下，不要做打电话、托腮、摸头动作。 | 每拍几张调整手腕高度：略高于肩、齐肩、略低于肩。,右肩、右肘、右手腕要尽量入镜。 | 手腕离耳朵远一点，形成明确的伸展动作。 | 背景尽量保持考试环境，不要让第二个人入镜。,不要让手臂被桌子、椅背或身体遮住。 | 不要把手机拿到耳边。 | 不要让手腕出画面。
2026-07-08T15:39:45,eval,伸胳膊,stretch_arm,stretch_right_horizontal,右手水平伸直,8,stretch_right_horizontal_008_20260708_153945.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_008_20260708_153945.jpg,0,继续补水平伸右臂样本，验证新增低位伸展规则是否稳定。,坐在座位上，身体大致面对摄像头。 | 只伸右手，手臂向右侧水平打开，肘部尽量伸直。 | 左手自然放下，不要做打电话、托腮、摸头动作。 | 每拍几张调整手腕高度：略高于肩、齐肩、略低于肩。,右肩、右肘、右手腕要尽量入镜。 | 手腕离耳朵远一点，形成明确的伸展动作。 | 背景尽量保持考试环境，不要让第二个人入镜。,不要让手臂被桌子、椅背或身体遮住。 | 不要把手机拿到耳边。 | 不要让手腕出画面。
2026-07-08T15:39:49,eval,伸胳膊,stretch_arm,stretch_right_horizontal,右手水平伸直,9,stretch_right_horizontal_009_20260708_153949.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_009_20260708_153949.jpg,0,继续补水平伸右臂样本，验证新增低位伸展规则是否稳定。,坐在座位上，身体大致面对摄像头。 | 只伸右手，手臂向右侧水平打开，肘部尽量伸直。 | 左手自然放下，不要做打电话、托腮、摸头动作。 | 每拍几张调整手腕高度：略高于肩、齐肩、略低于肩。,右肩、右肘、右手腕要尽量入镜。 | 手腕离耳朵远一点，形成明确的伸展动作。 | 背景尽量保持考试环境，不要让第二个人入镜。,不要让手臂被桌子、椅背或身体遮住。 | 不要把手机拿到耳边。 | 不要让手腕出画面。
2026-07-08T15:39:52,eval,伸胳膊,stretch_arm,stretch_right_horizontal,右手水平伸直,10,stretch_right_horizontal_010_20260708_153952.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_010_20260708_153952.jpg,0,继续补水平伸右臂样本，验证新增低位伸展规则是否稳定。,坐在座位上，身体大致面对摄像头。 | 只伸右手，手臂向右侧水平打开，肘部尽量伸直。 | 左手自然放下，不要做打电话、托腮、摸头动作。 | 每拍几张调整手腕高度：略高于肩、齐肩、略低于肩。,右肩、右肘、右手腕要尽量入镜。 | 手腕离耳朵远一点，形成明确的伸展动作。 | 背景尽量保持考试环境，不要让第二个人入镜。,不要让手臂被桌子、椅背或身体遮住。 | 不要把手机拿到耳边。 | 不要让手腕出画面。
2026-07-08T15:40:09,tune,伸胳膊,stretch_arm,stretch_left_up,左手向上伸直,1,stretch_left_up_001_20260708_154009.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_001_20260708_154009.jpg,0,补足传统高举伸展样本，确保旧规则和新规则不会互相干扰。,坐姿保持稳定，脸尽量在画面中央。 | 左手从身体左侧向上伸直，像举手或伸懒腰。 | 右手保持自然，不要跟着抬起。 | 拍摄时可以微微低头/正脸交替，但不要完全转身。,左手腕最好不要出画面顶部。 | 左肘不要弯曲太多。 | 上半身和脸仍在画面里。,不要双手一起举。 | 不要离开椅子。 | 不要用手挡住整张脸。
2026-07-08T15:40:12,tune,伸胳膊,stretch_arm,stretch_left_up,左手向上伸直,2,stretch_left_up_002_20260708_154012.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_002_20260708_154012.jpg,0,补足传统高举伸展样本，确保旧规则和新规则不会互相干扰。,坐姿保持稳定，脸尽量在画面中央。 | 左手从身体左侧向上伸直，像举手或伸懒腰。 | 右手保持自然，不要跟着抬起。 | 拍摄时可以微微低头/正脸交替，但不要完全转身。,左手腕最好不要出画面顶部。 | 左肘不要弯曲太多。 | 上半身和脸仍在画面里。,不要双手一起举。 | 不要离开椅子。 | 不要用手挡住整张脸。
2026-07-08T15:40:14,tune,伸胳膊,stretch_arm,stretch_left_up,左手向上伸直,3,stretch_left_up_003_20260708_154014.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_003_20260708_154014.jpg,0,补足传统高举伸展样本，确保旧规则和新规则不会互相干扰。,坐姿保持稳定，脸尽量在画面中央。 | 左手从身体左侧向上伸直，像举手或伸懒腰。 | 右手保持自然，不要跟着抬起。 | 拍摄时可以微微低头/正脸交替，但不要完全转身。,左手腕最好不要出画面顶部。 | 左肘不要弯曲太多。 | 上半身和脸仍在画面里。,不要双手一起举。 | 不要离开椅子。 | 不要用手挡住整张脸。
2026-07-08T15:40:17,tune,伸胳膊,stretch_arm,stretch_left_up,左手向上伸直,4,stretch_left_up_004_20260708_154017.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_004_20260708_154017.jpg,0,补足传统高举伸展样本，确保旧规则和新规则不会互相干扰。,坐姿保持稳定，脸尽量在画面中央。 | 左手从身体左侧向上伸直，像举手或伸懒腰。 | 右手保持自然，不要跟着抬起。 | 拍摄时可以微微低头/正脸交替，但不要完全转身。,左手腕最好不要出画面顶部。 | 左肘不要弯曲太多。 | 上半身和脸仍在画面里。,不要双手一起举。 | 不要离开椅子。 | 不要用手挡住整张脸。
2026-07-08T15:40:19,tune,伸胳膊,stretch_arm,stretch_left_up,左手向上伸直,5,stretch_left_up_005_20260708_154019.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_005_20260708_154019.jpg,0,补足传统高举伸展样本，确保旧规则和新规则不会互相干扰。,坐姿保持稳定，脸尽量在画面中央。 | 左手从身体左侧向上伸直，像举手或伸懒腰。 | 右手保持自然，不要跟着抬起。 | 拍摄时可以微微低头/正脸交替，但不要完全转身。,左手腕最好不要出画面顶部。 | 左肘不要弯曲太多。 | 上半身和脸仍在画面里。,不要双手一起举。 | 不要离开椅子。 | 不要用手挡住整张脸。
2026-07-08T15:40:22,tune,伸胳膊,stretch_arm,stretch_left_up,左手向上伸直,6,stretch_left_up_006_20260708_154022.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_006_20260708_154022.jpg,0,补足传统高举伸展样本，确保旧规则和新规则不会互相干扰。,坐姿保持稳定，脸尽量在画面中央。 | 左手从身体左侧向上伸直，像举手或伸懒腰。 | 右手保持自然，不要跟着抬起。 | 拍摄时可以微微低头/正脸交替，但不要完全转身。,左手腕最好不要出画面顶部。 | 左肘不要弯曲太多。 | 上半身和脸仍在画面里。,不要双手一起举。 | 不要离开椅子。 | 不要用手挡住整张脸。
2026-07-08T15:40:25,tune,伸胳膊,stretch_arm,stretch_left_up,左手向上伸直,7,stretch_left_up_007_20260708_154025.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_007_20260708_154025.jpg,0,补足传统高举伸展样本，确保旧规则和新规则不会互相干扰。,坐姿保持稳定，脸尽量在画面中央。 | 左手从身体左侧向上伸直，像举手或伸懒腰。 | 右手保持自然，不要跟着抬起。 | 拍摄时可以微微低头/正脸交替，但不要完全转身。,左手腕最好不要出画面顶部。 | 左肘不要弯曲太多。 | 上半身和脸仍在画面里。,不要双手一起举。 | 不要离开椅子。 | 不要用手挡住整张脸。
2026-07-08T15:40:29,eval,伸胳膊,stretch_arm,stretch_left_up,左手向上伸直,8,stretch_left_up_008_20260708_154029.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_008_20260708_154029.jpg,0,补足传统高举伸展样本，确保旧规则和新规则不会互相干扰。,坐姿保持稳定，脸尽量在画面中央。 | 左手从身体左侧向上伸直，像举手或伸懒腰。 | 右手保持自然，不要跟着抬起。 | 拍摄时可以微微低头/正脸交替，但不要完全转身。,左手腕最好不要出画面顶部。 | 左肘不要弯曲太多。 | 上半身和脸仍在画面里。,不要双手一起举。 | 不要离开椅子。 | 不要用手挡住整张脸。
2026-07-08T15:40:32,eval,伸胳膊,stretch_arm,stretch_left_up,左手向上伸直,9,stretch_left_up_009_20260708_154032.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_009_20260708_154032.jpg,0,补足传统高举伸展样本，确保旧规则和新规则不会互相干扰。,坐姿保持稳定，脸尽量在画面中央。 | 左手从身体左侧向上伸直，像举手或伸懒腰。 | 右手保持自然，不要跟着抬起。 | 拍摄时可以微微低头/正脸交替，但不要完全转身。,左手腕最好不要出画面顶部。 | 左肘不要弯曲太多。 | 上半身和脸仍在画面里。,不要双手一起举。 | 不要离开椅子。 | 不要用手挡住整张脸。
2026-07-08T15:40:35,eval,伸胳膊,stretch_arm,stretch_left_up,左手向上伸直,10,stretch_left_up_010_20260708_154035.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_010_20260708_154035.jpg,0,补足传统高举伸展样本，确保旧规则和新规则不会互相干扰。,坐姿保持稳定，脸尽量在画面中央。 | 左手从身体左侧向上伸直，像举手或伸懒腰。 | 右手保持自然，不要跟着抬起。 | 拍摄时可以微微低头/正脸交替，但不要完全转身。,左手腕最好不要出画面顶部。 | 左肘不要弯曲太多。 | 上半身和脸仍在画面里。,不要双手一起举。 | 不要离开椅子。 | 不要用手挡住整张脸。
2026-07-08T15:42:15,tune,伸胳膊,stretch_arm,stretch_right_up,右手向上伸直,1,stretch_right_up_001_20260708_154215.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_001_20260708_154215.jpg,0,补足右手高举伸展样本，和右手水平伸展形成对照。,坐在画面中央，保持考试摄像头常见距离。 | 右手向上伸直，手腕高于肩膀。 | 左手放下，脸可以正对或轻微看屏幕下方。 | 每 2 张改变一点手臂角度：斜上、正上、侧上。,右肩、右肘、右腕尽量清楚。 | 不要让手臂和背景颜色完全融合。 | 动作要像伸展，不像挠头或摸耳朵。,不要把手贴脸。 | 不要身体转成 90 度。 | 不要让另一个人进入画面。
2026-07-08T15:42:18,tune,伸胳膊,stretch_arm,stretch_right_up,右手向上伸直,2,stretch_right_up_002_20260708_154218.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_002_20260708_154218.jpg,0,补足右手高举伸展样本，和右手水平伸展形成对照。,坐在画面中央，保持考试摄像头常见距离。 | 右手向上伸直，手腕高于肩膀。 | 左手放下，脸可以正对或轻微看屏幕下方。 | 每 2 张改变一点手臂角度：斜上、正上、侧上。,右肩、右肘、右腕尽量清楚。 | 不要让手臂和背景颜色完全融合。 | 动作要像伸展，不像挠头或摸耳朵。,不要把手贴脸。 | 不要身体转成 90 度。 | 不要让另一个人进入画面。
2026-07-08T15:42:21,tune,伸胳膊,stretch_arm,stretch_right_up,右手向上伸直,3,stretch_right_up_003_20260708_154221.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_003_20260708_154221.jpg,0,补足右手高举伸展样本，和右手水平伸展形成对照。,坐在画面中央，保持考试摄像头常见距离。 | 右手向上伸直，手腕高于肩膀。 | 左手放下，脸可以正对或轻微看屏幕下方。 | 每 2 张改变一点手臂角度：斜上、正上、侧上。,右肩、右肘、右腕尽量清楚。 | 不要让手臂和背景颜色完全融合。 | 动作要像伸展，不像挠头或摸耳朵。,不要把手贴脸。 | 不要身体转成 90 度。 | 不要让另一个人进入画面。
2026-07-08T15:42:24,tune,伸胳膊,stretch_arm,stretch_right_up,右手向上伸直,4,stretch_right_up_004_20260708_154224.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_004_20260708_154224.jpg,0,补足右手高举伸展样本，和右手水平伸展形成对照。,坐在画面中央，保持考试摄像头常见距离。 | 右手向上伸直，手腕高于肩膀。 | 左手放下，脸可以正对或轻微看屏幕下方。 | 每 2 张改变一点手臂角度：斜上、正上、侧上。,右肩、右肘、右腕尽量清楚。 | 不要让手臂和背景颜色完全融合。 | 动作要像伸展，不像挠头或摸耳朵。,不要把手贴脸。 | 不要身体转成 90 度。 | 不要让另一个人进入画面。
2026-07-08T15:42:27,tune,伸胳膊,stretch_arm,stretch_right_up,右手向上伸直,5,stretch_right_up_005_20260708_154227.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_005_20260708_154227.jpg,0,补足右手高举伸展样本，和右手水平伸展形成对照。,坐在画面中央，保持考试摄像头常见距离。 | 右手向上伸直，手腕高于肩膀。 | 左手放下，脸可以正对或轻微看屏幕下方。 | 每 2 张改变一点手臂角度：斜上、正上、侧上。,右肩、右肘、右腕尽量清楚。 | 不要让手臂和背景颜色完全融合。 | 动作要像伸展，不像挠头或摸耳朵。,不要把手贴脸。 | 不要身体转成 90 度。 | 不要让另一个人进入画面。
2026-07-08T15:42:30,tune,伸胳膊,stretch_arm,stretch_right_up,右手向上伸直,6,stretch_right_up_006_20260708_154230.jpg,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_006_20260708_154230.jpg,0,补足右手高举伸展样本，和右手水平伸展形成对照。,坐在画面中央，保持考试摄像头常见距离。 | 右手向上伸直，手腕高于肩膀。 | 左手放下，脸可以正对或轻微看屏幕下方。 | 每 2 张改变一点手臂角度：斜上、正上、侧上。,右肩、右肘、右腕尽量清楚。 | 不要让手臂和背景颜色完全融合。 | 动作要像伸展，不像挠头或摸耳朵。,不要把手贴脸。 | 不要身体转成 90 度。 | 不要让另一个人进入画面。
