source_set,split,scenario,image_path,filename,expected_category,note,actual_action_type,actual_category,actual,passed,elapsed_ms
samples_v2,tune,turn_body_left_90,assets/test_images/samples_v2/leave_seat/turn_body_left_90_04_174520.jpg,turn_body_left_90_04_174520.jpg,视线偏移,坐着转身,seated_turn,视线偏移,视线偏移(考生坐姿转身),True,186.0
samples_v2,tune,turn_body_right_90,assets/test_images/samples_v2/leave_seat/turn_body_right_90_01_174527.jpg,turn_body_right_90_01_174527.jpg,视线偏移,坐着转身,seated_turn,视线偏移,视线偏移(考生坐姿转身),True,196.07
samples_v2,tune,turn_body_right_90,assets/test_images/samples_v2/leave_seat/turn_body_right_90_02_174527.jpg,turn_body_right_90_02_174527.jpg,视线偏移,坐着转身,seated_turn,视线偏移,视线偏移(考生坐姿转身),True,211.0
samples_v2,tune,turn_body_right_90,assets/test_images/samples_v2/leave_seat/turn_body_right_90_03_174527.jpg,turn_body_right_90_03_174527.jpg,视线偏移,坐着转身,seated_turn,视线偏移,视线偏移(考生坐姿转身),True,192.56
samples_v2,tune,turn_body_right_90,assets/test_images/samples_v2/leave_seat/turn_body_right_90_04_174527.jpg,turn_body_right_90_04_174527.jpg,视线偏移,坐着转身,seated_turn,视线偏移,视线偏移(考生坐姿转身),True,187.0
samples_v2,tune,turn_head,assets/test_images/samples_v2/leave_seat/turn_head_01_174533.jpg,turn_head_01_174533.jpg,视线偏移,坐着转头,gaze_away,视线偏移,考生视线偏移,True,183.48
samples_v2,tune,turn_head,assets/test_images/samples_v2/leave_seat/turn_head_02_174533.jpg,turn_head_02_174533.jpg,视线偏移,坐着转头,gaze_away,视线偏移,考生视线偏移,True,187.99
samples_v2,tune,turn_head,assets/test_images/samples_v2/leave_seat/turn_head_03_174534.jpg,turn_head_03_174534.jpg,视线偏移,坐着转头,gaze_away,视线偏移,考生视线偏移,True,204.09
samples_v2,tune,turn_head,assets/test_images/samples_v2/leave_seat/turn_head_04_174534.jpg,turn_head_04_174534.jpg,视线偏移,坐着转头,gaze_away,视线偏移,考生视线偏移,True,230.68
samples_v2,tune,turn_head,assets/test_images/samples_v2/leave_seat/turn_head_05_174536.jpg,turn_head_05_174536.jpg,视线偏移,坐着转头,gaze_away,视线偏移,考生视线偏移,True,240.77
samples_v2,tune,turn_head,assets/test_images/samples_v2/leave_seat/turn_head_06_174536.jpg,turn_head_06_174536.jpg,视线偏移,坐着转头,gaze_away,视线偏移,考生视线偏移,True,225.8
samples_v2,tune,turn_head,assets/test_images/samples_v2/leave_seat/turn_head_07_174537.jpg,turn_head_07_174537.jpg,视线偏移,坐着转头,normal,正常考试,正常考试中,False,226.16
samples_v2,tune,person_entering,assets/test_images/samples_v2/multi_person/person_entering_01_173414.jpg,person_entering_01_173414.jpg,多人,,multi_person,多人,多人出现在考场,True,55.09
samples_v2,tune,person_entering,assets/test_images/samples_v2/multi_person/person_entering_02_173416.jpg,person_entering_02_173416.jpg,多人,,normal,正常考试,正常考试中,False,227.3
samples_v2,tune,person_entering,assets/test_images/samples_v2/multi_person/person_entering_03_173420.jpg,person_entering_03_173420.jpg,多人,,multi_person,多人,多人出现在考场,True,156.83
samples_v2,tune,person_entering,assets/test_images/samples_v2/multi_person/person_entering_04_173421.jpg,person_entering_04_173421.jpg,多人,,normal,正常考试,正常考试中,False,200.06
samples_v2,tune,person_entering,assets/test_images/samples_v2/multi_person/person_entering_05_173421.jpg,person_entering_05_173421.jpg,多人,,normal,正常考试,正常考试中,False,196.12
samples_v2,tune,person_entering,assets/test_images/samples_v2/multi_person/person_entering_06_173422.jpg,person_entering_06_173422.jpg,多人,,multi_person,多人,多人出现在考场,True,54.0
samples_v2,tune,person_entering,assets/test_images/samples_v2/multi_person/person_entering_07_173422.jpg,person_entering_07_173422.jpg,多人,,phone_call,打电话,考生疑似打电话,False,206.0
samples_v2,eval,person_entering,assets/test_images/samples_v2/multi_person/person_entering_08_173423.jpg,person_entering_08_173423.jpg,多人,,normal,正常考试,正常考试中,False,191.35
samples_v2,eval,person_entering,assets/test_images/samples_v2/multi_person/person_entering_09_173427.jpg,person_entering_09_173427.jpg,多人,,normal,正常考试,正常考试中,False,160.0
samples_v2,eval,person_entering,assets/test_images/samples_v2/multi_person/person_entering_10_173427.jpg,person_entering_10_173427.jpg,多人,,multi_person,多人,多人出现在考场,True,43.96
samples_v2,tune,two_persons,assets/test_images/samples_v2/multi_person/two_persons_01_173341.jpg,two_persons_01_173341.jpg,多人,,multi_person,多人,多人出现在考场,True,36.04
samples_v2,tune,two_persons,assets/test_images/samples_v2/multi_person/two_persons_02_173346.jpg,two_persons_02_173346.jpg,多人,,multi_person,多人,多人出现在考场,True,40.87
samples_v2,tune,two_persons,assets/test_images/samples_v2/multi_person/two_persons_03_173352.jpg,two_persons_03_173352.jpg,多人,,multi_person,多人,多人出现在考场,True,37.0
samples_v2,tune,two_persons,assets/test_images/samples_v2/multi_person/two_persons_04_173355.jpg,two_persons_04_173355.jpg,多人,,multi_person,多人,多人出现在考场,True,36.0
samples_v2,tune,two_persons,assets/test_images/samples_v2/multi_person/two_persons_05_173355.jpg,two_persons_05_173355.jpg,多人,,multi_person,多人,多人出现在考场,True,40.04
samples_v2,tune,two_persons,assets/test_images/samples_v2/multi_person/two_persons_06_173356.jpg,two_persons_06_173356.jpg,多人,,multi_person,多人,多人出现在考场,True,37.96
samples_v2,tune,two_persons,assets/test_images/samples_v2/multi_person/two_persons_07_173400.jpg,two_persons_07_173400.jpg,多人,,multi_person,多人,多人出现在考场,True,41.24
samples_v2,eval,two_persons,assets/test_images/samples_v2/multi_person/two_persons_08_173402.jpg,two_persons_08_173402.jpg,多人,,multi_person,多人,多人出现在考场,True,43.96
samples_v2,eval,two_persons,assets/test_images/samples_v2/multi_person/two_persons_09_173402.jpg,two_persons_09_173402.jpg,多人,,multi_person,多人,多人出现在考场,True,39.57
samples_v2,eval,two_persons,assets/test_images/samples_v2/multi_person/two_persons_10_173403.jpg,two_persons_10_173403.jpg,多人,,multi_person,多人,多人出现在考场,True,39.4
samples_v2,tune,two_persons_talking,assets/test_images/samples_v2/multi_person/two_persons_talking_01_173434.jpg,two_persons_talking_01_173434.jpg,多人,,multi_person,多人,多人出现在考场,True,46.98
samples_v2,tune,two_persons_talking,assets/test_images/samples_v2/multi_person/two_persons_talking_02_173436.jpg,two_persons_talking_02_173436.jpg,多人,,multi_person,多人,多人出现在考场,True,50.78
samples_v2,tune,two_persons_talking,assets/test_images/samples_v2/multi_person/two_persons_talking_03_173446.jpg,two_persons_talking_03_173446.jpg,多人,,multi_person,多人,多人出现在考场,True,53.93
samples_v2,tune,two_persons_talking,assets/test_images/samples_v2/multi_person/two_persons_talking_04_173447.jpg,two_persons_talking_04_173447.jpg,多人,,multi_person,多人,多人出现在考场,True,65.07
samples_v2,tune,two_persons_talking,assets/test_images/samples_v2/multi_person/two_persons_talking_05_173449.jpg,two_persons_talking_05_173449.jpg,多人,,multi_person,多人,多人出现在考场,True,49.52
samples_v2,tune,two_persons_talking,assets/test_images/samples_v2/multi_person/two_persons_talking_06_173450.jpg,two_persons_talking_06_173450.jpg,多人,,multi_person,多人,多人出现在考场,True,57.54
samples_v2,tune,two_persons_talking,assets/test_images/samples_v2/multi_person/two_persons_talking_07_173451.jpg,two_persons_talking_07_173451.jpg,多人,,multi_person,多人,多人出现在考场,True,51.95
samples_v2,eval,two_persons_talking,assets/test_images/samples_v2/multi_person/two_persons_talking_08_173453.jpg,two_persons_talking_08_173453.jpg,多人,,multi_person,多人,多人出现在考场,True,45.62
samples_v2,eval,two_persons_talking,assets/test_images/samples_v2/multi_person/two_persons_talking_09_173453.jpg,two_persons_talking_09_173453.jpg,多人,,multi_person,多人,多人出现在考场,True,38.79
samples_v2,eval,two_persons_talking,assets/test_images/samples_v2/multi_person/two_persons_talking_10_173454.jpg,two_persons_talking_10_173454.jpg,多人,,multi_person,多人,多人出现在考场,True,40.56
samples_v2,tune,normal_front,assets/test_images/samples_v2/normal/normal_front_01_174349.jpg,normal_front_01_174349.jpg,正常考试,,normal,正常考试,正常考试中,True,141.6
samples_v2,tune,normal_front,assets/test_images/samples_v2/normal/normal_front_02_174351.jpg,normal_front_02_174351.jpg,正常考试,,normal,正常考试,正常考试中,True,144.05
samples_v2,tune,normal_front,assets/test_images/samples_v2/normal/normal_front_03_174402.jpg,normal_front_03_174402.jpg,正常考试,,normal,正常考试,正常考试中,True,156.05
samples_v2,tune,normal_front,assets/test_images/samples_v2/normal/normal_front_04_174402.jpg,normal_front_04_174402.jpg,正常考试,,normal,正常考试,正常考试中,True,164.19
samples_v2,tune,normal_front,assets/test_images/samples_v2/normal/normal_front_05_174403.jpg,normal_front_05_174403.jpg,正常考试,,normal,正常考试,正常考试中,True,176.17
samples_v2,tune,normal_front,assets/test_images/samples_v2/normal/normal_front_06_174404.jpg,normal_front_06_174404.jpg,正常考试,,normal,正常考试,正常考试中,True,193.87
samples_v2,tune,normal_front,assets/test_images/samples_v2/normal/normal_front_07_174407.jpg,normal_front_07_174407.jpg,正常考试,,normal,正常考试,正常考试中,True,194.95
samples_v2,eval,normal_front,assets/test_images/samples_v2/normal/normal_front_08_174407.jpg,normal_front_08_174407.jpg,正常考试,,normal,正常考试,正常考试中,True,185.9
samples_v2,eval,normal_front,assets/test_images/samples_v2/normal/normal_front_09_174408.jpg,normal_front_09_174408.jpg,正常考试,,normal,正常考试,正常考试中,True,208.69
samples_v2,eval,normal_front,assets/test_images/samples_v2/normal/normal_front_10_174408.jpg,normal_front_10_174408.jpg,正常考试,,normal,正常考试,正常考试中,True,208.52
samples_v2,tune,normal_side,assets/test_images/samples_v2/normal/normal_side_01_174409.jpg,normal_side_01_174409.jpg,正常考试,,normal,正常考试,正常考试中,True,182.42
samples_v2,tune,normal_side,assets/test_images/samples_v2/normal/normal_side_02_174409.jpg,normal_side_02_174409.jpg,正常考试,,normal,正常考试,正常考试中,True,194.56
samples_v2,tune,normal_side,assets/test_images/samples_v2/normal/normal_side_03_174417.jpg,normal_side_03_174417.jpg,正常考试,,normal,正常考试,正常考试中,True,184.15
samples_v2,tune,normal_side,assets/test_images/samples_v2/normal/normal_side_04_174417.jpg,normal_side_04_174417.jpg,正常考试,,normal,正常考试,正常考试中,True,194.34
samples_v2,tune,normal_side,assets/test_images/samples_v2/normal/normal_side_05_174418.jpg,normal_side_05_174418.jpg,正常考试,,normal,正常考试,正常考试中,True,184.25
samples_v2,tune,normal_side,assets/test_images/samples_v2/normal/normal_side_06_174418.jpg,normal_side_06_174418.jpg,正常考试,,normal,正常考试,正常考试中,True,183.27
samples_v2,tune,normal_side,assets/test_images/samples_v2/normal/normal_side_07_174418.jpg,normal_side_07_174418.jpg,正常考试,,normal,正常考试,正常考试中,True,183.44
samples_v2,eval,normal_side,assets/test_images/samples_v2/normal/normal_side_08_174419.jpg,normal_side_08_174419.jpg,正常考试,,normal,正常考试,正常考试中,True,171.4
samples_v2,eval,normal_side,assets/test_images/samples_v2/normal/normal_side_09_174420.jpg,normal_side_09_174420.jpg,正常考试,,normal,正常考试,正常考试中,True,195.99
samples_v2,eval,normal_side,assets/test_images/samples_v2/normal/normal_side_10_174420.jpg,normal_side_10_174420.jpg,正常考试,,normal,正常考试,正常考试中,True,178.65
samples_v2,tune,normal_writing,assets/test_images/samples_v2/normal/normal_writing_01_174421.jpg,normal_writing_01_174421.jpg,视线偏移,低头写字,normal,正常考试,正常考试中,False,215.39
samples_v2,tune,normal_writing,assets/test_images/samples_v2/normal/normal_writing_02_174424.jpg,normal_writing_02_174424.jpg,视线偏移,低头写字,turn_head,视线偏移,视线偏移(考生转头),True,176.88
samples_v2,tune,normal_writing,assets/test_images/samples_v2/normal/normal_writing_03_174424.jpg,normal_writing_03_174424.jpg,视线偏移,低头写字,turn_head,视线偏移,视线偏移(考生转头),True,179.04
samples_v2,tune,normal_writing,assets/test_images/samples_v2/normal/normal_writing_04_174427.jpg,normal_writing_04_174427.jpg,视线偏移,低头写字,turn_head,视线偏移,视线偏移(考生转头),True,172.65
samples_v2,tune,normal_writing,assets/test_images/samples_v2/normal/normal_writing_05_174427.jpg,normal_writing_05_174427.jpg,视线偏移,低头写字,turn_head,视线偏移,视线偏移(考生转头),True,158.18
samples_v2,tune,normal_writing,assets/test_images/samples_v2/normal/normal_writing_06_174427.jpg,normal_writing_06_174427.jpg,视线偏移,低头写字,turn_head,视线偏移,视线偏移(考生转头),True,163.01
samples_v2,tune,normal_writing,assets/test_images/samples_v2/normal/normal_writing_07_174431.jpg,normal_writing_07_174431.jpg,视线偏移,低头写字,normal,正常考试,正常考试中,False,161.77
samples_v2,eval,normal_writing,assets/test_images/samples_v2/normal/normal_writing_08_174433.jpg,normal_writing_08_174433.jpg,视线偏移,低头写字,normal,正常考试,正常考试中,False,154.25
samples_v2,eval,normal_writing,assets/test_images/samples_v2/normal/normal_writing_09_174433.jpg,normal_writing_09_174433.jpg,视线偏移,低头写字,normal,正常考试,正常考试中,False,162.0
samples_v2,eval,normal_writing,assets/test_images/samples_v2/normal/normal_writing_10_174435.jpg,normal_writing_10_174435.jpg,视线偏移,低头写字,normal,正常考试,正常考试中,False,171.68
samples_v2,tune,phone_left,assets/test_images/samples_v2/phone_call/phone_left_01_174548.jpg,phone_left_01_174548.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,163.75
samples_v2,tune,phone_left,assets/test_images/samples_v2/phone_call/phone_left_02_174549.jpg,phone_left_02_174549.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,207.41
samples_v2,tune,phone_left,assets/test_images/samples_v2/phone_call/phone_left_03_174549.jpg,phone_left_03_174549.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,206.28
samples_v2,tune,phone_left,assets/test_images/samples_v2/phone_call/phone_left_04_174549.jpg,phone_left_04_174549.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,189.16
samples_v2,tune,phone_left,assets/test_images/samples_v2/phone_call/phone_left_05_174550.jpg,phone_left_05_174550.jpg,打电话,,normal,正常考试,正常考试中,False,195.44
samples_v2,tune,phone_left,assets/test_images/samples_v2/phone_call/phone_left_06_174550.jpg,phone_left_06_174550.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,214.46
samples_v2,tune,phone_left,assets/test_images/samples_v2/phone_call/phone_left_07_174551.jpg,phone_left_07_174551.jpg,打电话,,normal,正常考试,正常考试中,False,225.0
samples_v2,eval,phone_left,assets/test_images/samples_v2/phone_call/phone_left_08_174551.jpg,phone_left_08_174551.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,212.68
samples_v2,eval,phone_left,assets/test_images/samples_v2/phone_call/phone_left_09_174552.jpg,phone_left_09_174552.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,207.18
samples_v2,eval,phone_left,assets/test_images/samples_v2/phone_call/phone_left_10_174553.jpg,phone_left_10_174553.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,160.04
samples_v2,tune,phone_look_down,assets/test_images/samples_v2/phone_call/phone_look_down_01_174609.jpg,phone_look_down_01_174609.jpg,视线偏移,低头看手机,turn_head,视线偏移,视线偏移(考生转头),True,165.64
samples_v2,tune,phone_look_down,assets/test_images/samples_v2/phone_call/phone_look_down_02_174609.jpg,phone_look_down_02_174609.jpg,视线偏移,低头看手机,turn_head,视线偏移,视线偏移(考生转头),True,175.84
samples_v2,tune,phone_look_down,assets/test_images/samples_v2/phone_call/phone_look_down_03_174610.jpg,phone_look_down_03_174610.jpg,视线偏移,低头看手机,normal,正常考试,正常考试中,False,177.86
samples_v2,tune,phone_look_down,assets/test_images/samples_v2/phone_call/phone_look_down_04_174611.jpg,phone_look_down_04_174611.jpg,视线偏移,低头看手机,turn_head,视线偏移,视线偏移(考生转头),True,176.28
samples_v2,tune,phone_look_down,assets/test_images/samples_v2/phone_call/phone_look_down_05_174611.jpg,phone_look_down_05_174611.jpg,视线偏移,低头看手机,turn_head,视线偏移,视线偏移(考生转头),True,173.64
samples_v2,tune,phone_look_down,assets/test_images/samples_v2/phone_call/phone_look_down_06_174612.jpg,phone_look_down_06_174612.jpg,视线偏移,低头看手机,normal,正常考试,正常考试中,False,193.0
samples_v2,tune,phone_look_down,assets/test_images/samples_v2/phone_call/phone_look_down_07_174612.jpg,phone_look_down_07_174612.jpg,视线偏移,低头看手机,turn_head,视线偏移,视线偏移(考生转头),True,202.3
samples_v2,eval,phone_look_down,assets/test_images/samples_v2/phone_call/phone_look_down_08_174614.jpg,phone_look_down_08_174614.jpg,视线偏移,低头看手机,turn_head,视线偏移,视线偏移(考生转头),True,220.07
samples_v2,eval,phone_look_down,assets/test_images/samples_v2/phone_call/phone_look_down_09_174616.jpg,phone_look_down_09_174616.jpg,视线偏移,低头看手机,turn_head,视线偏移,视线偏移(考生转头),True,200.51
samples_v2,eval,phone_look_down,assets/test_images/samples_v2/phone_call/phone_look_down_10_174616.jpg,phone_look_down_10_174616.jpg,视线偏移,低头看手机,normal,正常考试,正常考试中,False,207.0
samples_v2,tune,phone_right,assets/test_images/samples_v2/phone_call/phone_right_01_174555.jpg,phone_right_01_174555.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,183.97
samples_v2,tune,phone_right,assets/test_images/samples_v2/phone_call/phone_right_02_174555.jpg,phone_right_02_174555.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,181.03
samples_v2,tune,phone_right,assets/test_images/samples_v2/phone_call/phone_right_03_174555.jpg,phone_right_03_174555.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,200.0
samples_v2,tune,phone_right,assets/test_images/samples_v2/phone_call/phone_right_04_174555.jpg,phone_right_04_174555.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,192.61
samples_v2,tune,phone_right,assets/test_images/samples_v2/phone_call/phone_right_05_174556.jpg,phone_right_05_174556.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,179.45
